air_pressure_at_mean_sea_level_Pa_,air_temperature_K_,sea_surface_wave_mean_period_s_,sea_surface_wave_significant_height_m_,sea_surface_wave_from_direction_degree_,wind_from_direction_degree_,wind_speed_of_gust_mS_1_,wind_speed_mS_1_,eastward_sea_water_velocity_1_mS_1_,northward_sea_water_velocity_1_mS_1_,sea_water_temperature_1_K_,eastward_sea_water_velocity_2_mS_1_,northward_sea_water_velocity_2_mS_1_,sea_water_temperature_2_K_,eastward_sea_water_velocity_3_mS_1_,northward_sea_water_velocity_3_mS_1_,sea_water_temperature_3_K_,eastward_sea_water_velocity_4_mS_1_,northward_sea_water_velocity_4_mS_1_,sea_water_temperature_4_K_,eastward_sea_water_velocity_5_mS_1_,northward_sea_water_velocity_5_mS_1_,sea_water_temperature_5_K_,eastward_sea_water_velocity_6_mS_1_,northward_sea_water_velocity_6_mS_1_,sea_water_temperature_6_K_,eastward_sea_water_velocity_7_mS_1_,northward_sea_water_velocity_7_mS_1_,sea_water_temperature_7_K_,eastward_sea_water_velocity_8_mS_1_,northward_sea_water_velocity_8_mS_1_,sea_water_temperature_8_K_,sea_water_temperature_9_K_,total_water_velocity_1,total_water_velocity_2,total_water_velocity_3,total_water_velocity_4,total_water_velocity_5,total_water_velocity_6,total_water_velocity_7,total_water_velocity_8,total_water_direction_1,total_water_direction_2,total_water_direction_3,total_water_direction_4,total_water_direction_5,total_water_direction_6,total_water_direction_7,total_water_direction_8,time_converted,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE,time_str,image_file_names,Time,Wave Height (meters),Wave Category,Marker
100616.3,287.94,2.84,0.42,22.77,278.2,8.29,5.12,0.0124983,0.0769999,278.713012,0.009428259,0.03699988,278.694672,0.03613338,0.06699902,278.703156,0.06600016,0.07512642,278.647583,0.05489758,0.02421271,278.685577,0.05270966,0.005540006,278.755981,0.03757274,-0.005682344,278.692535,0.04514698,0.05085027,278.69638,278.690368,0.0780076413109638,0.0381822365477126,0.0761215464319058,0.10000000051021,0.059999996795004,0.0529999992810909,0.0379999976900254,0.0679999982514213,80.78039668704835,75.70420545607729,61.66147938189289,48.70000543991383,23.799993228798822,5.999997306353593,-8.600001974115596,48.40000146413344,2023-05-19 16:40:00,169.0,5.6,8.0,0.62,3.7,3.31,174.0,1013.3,6.8,4.3,5.3,99.0,99.0,2023_5_19_16:40:00,2023_5_19_16:40:00.png,2023-05-19 16:40:00,0.42,Low,green
100619.7,287.46,2.33,0.38,22.63,286.6,5.53,3.436,0.01851444,0.07799978,278.748077,0.02822189,0.0659994,278.72226,0.02583953,0.06299947,278.739197,0.05466714,0.0954542,278.708832,-0.002340294,0.1489816,278.721802,0.0635986,0.03583598,278.792664,0.05846692,0.02603114,278.732483,0.05577321,0.05735285,278.738098,278.74884,0.080167014217582,0.071780191386845,0.0680926907303698,0.1100000022428163,0.1489999802502216,0.0729999957843861,0.0640000076873901,0.0800000022301662,76.64708825353566,66.84804693709316,67.69878215648318,60.19999809581845,90.89996309186677,29.40000725722434,23.99999188233248,45.79999978337499,2023-05-19 17:40:00,168.0,3.3,4.1,0.52,3.7,3.38,173.0,1013.3,6.5,4.3,5.4,99.0,99.0,2023_5_19_17:40:00,2023_5_19_17:40:00.png,2023-05-19 17:40:00,0.38,Low,green
100600.7,286.72,2.49,0.3,22.59,284.3,4.12,2.369,0.01379682,0.08499989,278.763336,0.02408552,0.09199968,278.736755,0.01863311,0.06799975,278.743744,0.1238144,0.1013409,278.709503,0.06624373,0.05943709,278.723266,0.1046005,0.009151359,278.785736,0.09784713,0.03217049,278.727844,0.06068651,0.06372713,278.737854,278.73233,0.0861123309527996,0.0951002281478483,0.0705064450127405,0.1599999489380231,0.0889999968088819,0.105000057008541,0.1030000061945483,0.0879999976932783,80.78039979917389,75.3292219200639,74.67610614573431,39.29999663172914,41.899995410895166,5.000000571242846,18.199994998383307,46.40000742458278,2023-05-19 18:40:00,159.0,3.4,4.4,0.5,3.7,3.36,165.0,1013.1,6.6,4.4,5.4,99.0,99.0,2023_5_19_18:40:00,2023_5_19_18:40:00.png,2023-05-19 18:40:00,0.3,Low,green
100617.4,285.87,2.44,0.21,22.95,248.9,3.19,1.711,0.02445901,0.09099967,278.813446,0.009138542,0.06799994,278.795318,0.007148869,0.06399997,278.816925,0.05868642,0.09539341,278.7854,0.03223915,0.06882322,278.800201,-0.02004086,0.1425986,278.883728,0.02649148,0.07123343,278.810242,0.07629736,0.02405646,278.832886,278.82315,0.0942294174357933,0.0686112584776679,0.0643980006520393,0.1119999935885913,0.0759999894992815,0.1439999888593731,0.0760000004089164,0.0800000025668824,74.95552647846063,82.34585497568075,83.62641706393342,58.39999886431266,64.90000139382484,97.99997388806568,69.59999657271015,17.49999644632346,2023-05-19 19:40:00,160.0,2.8,3.7,0.43,3.7,3.36,170.0,1013.2,7.1,4.4,5.7,99.0,99.0,2023_5_19_19:40:00,2023_5_19_19:40:00.png,2023-05-19 19:40:00,0.21,Low,green
100590.2,285.48,3.36,0.13,24.04,139.5,2.83,2.096,0.02455673,0.06699954,278.939911,0.006565928,0.05699996,278.916992,0.005571091,0.05599998,278.936432,0.07523458,0.05963018,278.880432,0.03481452,0.07534553,278.889984,0.04361858,0.05216724,278.961334,0.1016331,0.05381192,278.880859,0.06842914,0.04144216,278.890625,278.889374,0.0713580503412509,0.0573768842871655,0.056276414375213,0.0960000020552541,0.0829999981554897,0.068000010664955,0.1150000423899765,0.0799999989162825,69.87106023115533,83.42895793447948,84.31869141339428,38.39999376788519,65.20000157361646,50.10000196348565,27.89998394690236,31.19999984220606,2023-05-19 20:40:00,207.0,0.8,1.1,0.35,3.7,3.21,175.0,1013.5,8.1,4.5,6.7,99.0,99.0,2023_5_19_20:40:00,2023_5_19_20:40:00.png,2023-05-19 20:40:00,0.13,Low,green
100553.5,284.81,3.11,0.1,24.34,103.7,3.52,2.673,0.02580291,0.08399961,279.016357,0.003853686,0.02399997,278.916199,0.01932078,0.08199977,278.939178,0.05254193,0.07673555,278.908203,0.06817569,0.0863254,278.917389,0.04234209,0.02260857,278.990173,0.01061388,0.009129377,278.930115,0.0620373,0.03654276,278.936646,278.951263,0.0878733443350155,0.0243073950843667,0.0842452065096958,0.0929999948490719,0.1099999972369822,0.0480000002397187,0.0139999990379474,0.0719999993035249,72.9241455356596,80.87785733575427,76.74179302980939,55.59999881161844,51.70000118474112,28.099999443251537,40.69999985817571,30.49999835633852,2023-05-19 21:40:00,166.0,2.3,3.0,0.31,3.7,3.25,170.0,1013.5,11.4,4.5,999.0,99.0,99.0,2023_5_19_21:40:00,2023_5_19_21:40:00.png,2023-05-19 21:40:00,0.1,Low,green
100759.5,280.753,3.4,0.4,30.23,306.3,3.06,1.807,0.01143539,0.05599988,281.828522,0.01433786,0.05299981,281.81424,0.008552101,0.02799987,281.836792,0.0208707,0.03529042,281.789948,0.049,-2.141858e-09,281.803681,0.08551306,-0.009138705,281.851471,0.04760029,-0.05268029,281.803376,-0.0196316,0.09397127,281.80307,281.804993,0.0571555308300649,0.0549049550533984,0.0292768022763945,0.0409999983203219,0.049,0.0859999962769803,0.0710000039617477,0.0959999963748587,78.45865803474244,74.86230512142404,73.01556796206968,59.39999543902381,-2.504478035027171e-06,-6.09999682456133,-47.90000283011746,101.79998766210244,2023-05-20 15:40:00,248.0,4.2,4.7,0.28,3.23,2.78,313.0,1014.9,6.1,4.9,6.1,99.0,99.0,2023_5_20_15:40:00,2023_5_20_15:40:00.png,2023-05-20 15:40:00,0.4,Low,green
100744.0,280.984001,3.17,0.34,30.24,318.2,3.25,1.918,0.03728714,0.1089994,281.955689,0.02809105,0.1109996,281.94223,0.009875064,0.04099988,281.973267,0.06553224,0.1005263,281.919342,0.06943329,0.06035743,281.928711,0.02726093,0.1209663,281.995575,0.09388267,0.08847055,281.915314,0.0207782,0.09372442,281.903718,281.920258,0.1152006944846236,0.1144989881626143,0.0421723493419384,0.1200000477962721,0.0920000060675487,0.1240000162909461,0.1289999765257009,0.0960000026019603,71.11491422378296,75.79814045450759,76.45790578437153,56.90001221042391,40.99999616467623,77.30000138365443,43.29999912818269,77.50000214037523,2023-05-20 16:40:00,264.0,5.5,6.4,0.3,3.13,2.68,297.0,1014.8,6.1,4.8,999.0,99.0,99.0,2023_5_20_16:40:00,2023_5_20_16:40:00.png,2023-05-20 16:40:00,0.34,Low,green
100728.7,280.775001,2.94,0.34,29.8,321.0,4.49,2.697,0.0321192,0.07699933,281.941559,0.05168606,0.133999,281.926362,0.01857029,0.07999978,281.951569,0.04293165,0.07681714,281.920441,0.07002719,0.08740821,281.91626,0.03786394,0.03110179,281.992554,0.007158068,0.04847434,281.924439,0.006551418,0.05662224,281.918976,281.915619,0.0834298497486894,0.1436216585314471,0.0821268559652231,0.0879999975539891,0.1120000112263396,0.0489999927910984,0.0489999956727367,0.056999992459897,67.35722124141084,68.90738825097844,76.93142114550639,60.79999911308207,51.29999641363782,39.399999135657154,81.5999997250929,83.39999869612781,2023-05-20 17:40:00,283.0,5.4,6.6,0.38,2.94,2.73,297.0,1014.9,6.1,4.8,999.0,99.0,99.0,2023_5_20_17:40:00,2023_5_20_17:40:00.png,2023-05-20 17:40:00,0.34,Low,green
100717.7,280.254001,2.13,0.43,28.31,337.3,5.41,3.441,0.03406175,0.0819993,281.853669,0.04772765,0.1209991,281.84903,0.01275833,0.03399976,281.89087,0.03485488,0.06527739,281.853577,0.0169479,0.09144271,281.875458,0.06443086,0.04216236,281.920594,0.01566836,0.09673935,281.861329,0.03243947,0.06651076,281.842377,281.832154,0.0887923871373695,0.1300719446127123,0.0363147169126581,0.0740000020609898,0.0930000028309359,0.0770000020851246,0.0979999966505718,0.0740000027679627,67.44245403402664,68.47342705870979,69.43151591923092,61.90000015885737,79.50000274857882,33.199991684829214,80.79999754699051,63.99999661948152,2023-05-20 18:40:00,277.0,5.9,6.9,0.39,3.33,2.79,331.0,1014.8,6.2,4.8,999.0,99.0,99.0,2023_5_20_18:40:00,2023_5_20_18:40:00.png,2023-05-20 18:40:00,0.43,Low,green
100726.0,279.77,3.24,0.51,28.74,1.563,4.09,2.699,0.03460802,0.07899924,281.636689,0.04554071,0.09699893,281.624878,0.03005445,0.05999925,281.62677,0.04597147,0.07620777,281.613648,0.08049325,0.03301268,281.61908,0.02998666,0.09014322,281.67154,0.04909038,0.08712138,281.611817,0.04650257,0.0747095,281.618683,281.607971,0.0862472896321849,0.1071575881048514,0.0671057372015612,0.0890000014737853,0.0870000019330166,0.0949999994206526,0.1000000013082439,0.0879999909480387,66.3427154541684,64.85008377308594,63.393080395107965,58.89999776733928,22.29999529315304,71.59999893669361,60.59999737183846,58.09999898166306,2023-05-20 19:40:00,277.0,6.3,7.6,0.45,3.13,2.86,306.0,1015.0,6.4,4.8,999.0,99.0,99.0,2023_5_20_19:40:00,2023_5_20_19:40:00.png,2023-05-20 19:40:00,0.51,Medium,yellow
100753.6,279.993001,2.97,0.56,28.05,5.597,4.91,3.267,0.01258032,0.05299985,281.721253,0.04653737,0.1319992,281.704315,0.00908966,0.02799985,281.737,0.02785259,0.06963644,281.704774,0.1010329,0.02858943,281.716736,0.04163759,-0.05626998,281.763886,0.06132099,0.06858379,281.685211,0.03085179,0.03934675,281.697083,281.688355,0.0544724568137412,0.1399625507311041,0.029438300204633,0.0750000036372112,0.1050000113815941,0.0699999967872034,0.0920000003551315,0.0499999968176659,76.64709285232414,70.57949156865455,72.01488747883185,68.19999919121184,15.80000054541228,-53.5000032191843,48.1999979111808,51.90000261153915,2023-05-20 20:40:00,283.0,6.2,7.4,0.52,3.57,3.0,325.0,1015.3,6.3,4.8,999.0,99.0,99.0,2023_5_20_20:40:00,2023_5_20_20:40:00.png,2023-05-20 20:40:00,0.56,Medium,yellow
100778.2,280.207,3.24,0.63,27.43,8.689999,4.66,2.909,0.01087512,0.03099981,281.729187,0.05845968,0.164999,281.707123,0.01569043,0.02899957,281.729249,0.002167342,0.06896595,281.723328,0.05942173,-0.04576088,281.75113,0.01358675,-0.06560793,281.819702,0.02887041,0.02768572,281.724793,0.02358469,0.02850899,281.73288,281.740387,0.0328520388263879,0.1750491479176702,0.0329721799972309,0.0689999973242569,0.0750000008971153,0.0670000018988611,0.039999995818581,0.0370000015299486,70.66849323751843,70.49059894345541,61.58407082344329,88.20000024287437,-37.59999244052696,-78.29999927860692,43.79999194124386,50.39999717817334,2023-05-20 21:40:00,282.0,4.9,5.9,0.53,3.7,3.18,334.0,1015.3,6.3,4.8,6.3,99.0,99.0,2023_5_20_21:40:00,2023_5_20_21:40:00.png,2023-05-20 21:40:00,0.63,Medium,yellow
100798.1,280.274001,3.49,0.71,28.6,1.371,2.35,0.9210001,0.007086022,0.01999987,281.759888,0.04164169,0.09899913,281.744019,0.02044299,0.05299961,281.769196,-0.001366,0.02696543,281.74057,0.08225528,-0.0214259,281.754547,0.07753022,-0.03484346,281.82663,0.04134634,0.03923621,281.768189,-0.0006579156,0.02899254,281.774048,281.781006,0.0212180703128579,0.1074004566415478,0.0568055851153053,0.0270000068719417,0.0850000016393435,0.0850000101059993,0.0570000000575412,0.0290000039411777,70.49059055571163,67.18707187535382,68.90739390734603,92.899979326374,-14.60000288104882,-24.199998507775,43.49999881635599,91.29996608200145,2023-05-20 22:40:00,256.0,5.2,6.0,0.59,4.17,3.34,328.0,1015.3,6.9,4.7,6.7,99.0,99.0,2023_5_20_22:40:00,2023_5_20_22:40:00.png,2023-05-20 22:40:00,0.71,Medium,yellow
100840.4,280.235001,3.56,0.68,28.47,335.6,2.94,1.7,0.00966039,0.04099988,281.85135,0.1073651,0.1819968,281.832734,0.04260511,0.1029991,281.858521,0.04113046,0.03342581,281.82898,0.0974139,-0.03642157,281.84665,0.03510765,-0.0356013,281.905122,0.05408593,-0.017992,281.848602,0.01467679,0.02843575,281.858307,281.866058,0.0421225983881158,0.2113057024981815,0.1114630431978335,0.0529999954147894,0.1039999936272829,0.0499999965021248,0.0569999990172359,0.0320000006682281,76.7417914700524,59.46243389642486,67.52778867681849,39.09999317128171,-20.50000269427477,-45.40000031175881,-18.4000055130798,62.69999204102469,2023-05-20 23:40:00,227.0,4.1,4.8,0.56,4.35,3.48,340.0,1015.3,6.6,4.7,6.5,99.0,99.0,2023_5_20_23:40:00,2023_5_20_23:40:00.png,2023-05-20 23:40:00,0.68,Medium,yellow
100840.1,280.81,4.03,0.67,29.82,295.0,2.86,1.348,0.008466582,0.03299989,281.985046,0.0424795,0.1329993,281.967133,0.009941381,0.03199985,281.987763,-0.00249196,0.08396303,281.957459,0.05955582,0.1343953,281.967011,0.01181211,0.01613921,282.015534,-0.008757036,0.02234534,281.912446,-0.02948768,0.0623817,281.882325,281.851807,0.0340686916504702,0.1396184863144562,0.0335085281116563,0.0840000016156101,0.1469999740066725,0.0200000010519049,0.0239999979004352,0.0689999983092202,75.61034317346012,72.28670425028606,72.74156818639585,91.6999968943762,66.09999263555615,53.80001410688266,111.39998446660373,115.29998911506404,2023-05-21 00:40:00,220.0,3.3,3.9,0.49,4.0,3.24,337.0,1015.2,6.6,4.7,6.6,99.0,99.0,2023_5_21_0:40:00,2023_5_21_0:40:00.png,2023-05-21 00:40:00,0.67,Medium,yellow
100845.0,281.339999,4.46,0.6,30.27,290.5,3.4,1.958,0.0350601,0.09299934,282.075867,0.02776465,0.08199953,282.062806,0.01339015,0.05599984,282.083862,0.07138698,0.09269789,282.049042,0.02519578,0.07276107,282.055786,0.0697201,0.04123235,282.089905,0.03644255,0.04766488,282.01883,0.008317366,0.02144345,282.013794,282.024811,0.0993885700291819,0.0865725055074843,0.0575784525412771,0.1169999988203953,0.0770000041386576,0.0809999940156324,0.0600000019659741,0.0230000027191401,69.34390832638687,71.29414464396964,76.55246510190987,52.40000213656823,70.89999966583247,30.59999866089044,52.6000018962197,68.8000002543588,2023-05-21 01:40:00,196.0,2.4,2.8,0.44,4.17,3.37,334.0,1015.5,6.2,4.6,999.0,99.0,99.0,2023_5_21_1:40:00,2023_5_21_1:40:00.png,2023-05-21 01:40:00,0.6,Medium,yellow
100852.5,282.03,3.78,0.51,29.72,278.5,4.18,2.191,0.02851864,0.09499957,282.229554,0.01463456,0.04299975,282.213502,0.02922374,0.09099953,282.247925,0.05367186,0.07838578,282.196594,-0.007834186,0.04836968,282.212158,0.01779823,0.01895318,282.283814,0.02693539,0.05023429,282.225098,0.03509199,0.03126583,282.238251,282.2258,0.0991878577631077,0.0454218983140962,0.0955768875817187,0.0949999950635156,0.0490000042202548,0.0260000004470249,0.0569999923355801,0.0469999988058404,73.29037111252184,71.20447666993893,72.19601185787789,55.6000018539851,99.20000844382224,46.79998506676967,61.79999997229397,41.700006736053794,2023-05-21 02:40:00,292.0,2.0,3.4,0.38,4.35,3.43,337.0,1016.0,7.4,4.6,6.9,99.0,99.0,2023_5_21_2:40:00,2023_5_21_2:40:00.png,2023-05-21 02:40:00,0.51,Medium,yellow
